"","id","days_to_event","date_out","out_event","date_in","in_event","breed","color","intake_age"
"2929","A729357",22,"07/09/2016 05:31:00 PM","Adoption","06/17/2016 02:48:00 AM","Public Assist","Domestic Shorthair Mix","Orange Tabby",96
"2930","A667915",29,"12/24/2013 01:23:00 PM","Adoption","11/25/2013 11:12:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"2931","A711569",6,"09/15/2015 12:53:00 PM","Transfer","09/09/2015 08:47:00 AM","Stray","Domestic Shorthair Mix","Blue/White",36
"2932","A680648",1,"06/06/2014 07:30:00 PM","Transfer","06/05/2014 11:21:00 AM","Stray","Domestic Medium Hair Mix","Blue/White",12
"2933","A694596",5,"01/05/2015 04:24:00 PM","Adoption","12/31/2014 12:11:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",6
"2934","A626164",87,"01/30/2014 04:11:00 PM","Adoption","11/04/2013 01:02:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",12
"2935","A718419",49,"02/16/2016 12:00:00 AM","Transfer","12/29/2015 03:41:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",24
"2936","A713176",98,"01/09/2016 05:47:00 PM","Adoption","10/03/2015 12:39:00 PM","Stray","Domestic Longhair Mix","Blue",5
"2937","A743724",1,"02/16/2017 09:00:00 AM","Transfer","02/15/2017 01:20:00 PM","Stray","Domestic Shorthair Mix","Black",24
"2938","A676658",4,"04/17/2014 05:44:00 PM","Adoption","04/13/2014 01:37:00 PM","Stray","Siamese Mix","Lynx Point",24
"2939","A716382",4,"11/22/2015 07:46:00 PM","Transfer","11/18/2015 06:12:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",9
"2940","A666343",34,"12/19/2013 02:12:00 PM","Adoption","11/15/2013 04:39:00 PM","Euthanasia Request","Domestic Shorthair Mix","Blue/White",4
"2941","A666792",34,"12/11/2013 12:50:00 PM","Transfer","11/07/2013 12:14:00 PM","Owner Surrender","Domestic Shorthair Mix","Black",24
"2942","A748863",39,"06/16/2017 04:22:00 PM","Transfer","05/08/2017 10:19:00 AM","Owner Surrender","Domestic Medium Hair Mix","Brown Tabby/White",60
"2943","A699654",7,"04/07/2015 03:16:00 PM","Transfer","03/31/2015 01:05:00 PM","Owner Surrender","Domestic Shorthair Mix","Orange Tabby/White",60
"2944","A741903",10,"01/21/2017 01:53:00 PM","Transfer","01/11/2017 02:03:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",3
"2945","A679364",2,"05/21/2014 08:00:00 AM","Transfer","05/19/2014 08:47:00 PM","Stray","Domestic Shorthair Mix","Black",96
"2946","A689469",1,"10/05/2014 09:00:00 AM","Transfer","10/04/2014 01:35:00 PM","Stray","Domestic Shorthair Mix","Black",12
"2947","A749056",4,"05/14/2017 05:40:00 PM","Adoption","05/10/2017 02:47:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1
"2948","A753935",5,"07/18/2017 02:44:00 PM","Transfer","07/13/2017 11:54:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"2949","A686696",1,"08/26/2014 09:00:00 AM","Transfer","08/25/2014 03:10:00 PM","Stray","Domestic Shorthair Mix","Torbie",4
"2950","A759264",16,"10/15/2017 03:12:00 PM","Adoption","09/29/2017 04:54:00 PM","Stray","Domestic Longhair Mix","Tortie",48
"2951","A766495",4,"02/14/2018 05:45:00 PM","Adoption","02/10/2018 01:47:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby/White",6
"2952","A713486",16,"10/23/2015 06:45:00 PM","Adoption","10/07/2015 02:27:00 PM","Owner Surrender","Domestic Medium Hair Mix","White/Black",9
"2953","A716683",37,"12/30/2015 12:44:00 PM","Euthanasia","11/23/2015 10:35:00 AM","Stray","Domestic Shorthair Mix","White",1
"2954","A667448",5,"11/23/2013 02:31:00 PM","Transfer","11/18/2013 11:42:00 AM","Stray","Domestic Medium Hair Mix","White",5
"2955","A700575",1,"04/17/2015 09:00:00 AM","Transfer","04/16/2015 12:03:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"2956","A730082",76,"09/12/2016 10:13:00 PM","Adoption","06/28/2016 11:09:00 AM","Stray","Domestic Shorthair Mix","Black",5
"2957","A726276",111,"08/28/2016 05:52:00 PM","Adoption","05/09/2016 11:28:00 AM","Stray","Domestic Shorthair Mix","Calico",12
"2958","A666162",11,"11/08/2013 03:51:00 PM","Transfer","10/28/2013 11:15:00 AM","Stray","Siamese Mix","Flame Point",24
"2959","A758398",47,"11/01/2017 01:37:00 PM","Adoption","09/15/2017 06:15:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",1
"2960","A700463",35,"05/19/2015 03:49:00 PM","Adoption","04/14/2015 10:26:00 AM","Stray","Domestic Shorthair Mix","Black/White",3
"2961","A767582",8,"03/11/2018 02:24:00 PM","Euthanasia","03/03/2018 04:29:00 PM","Stray","Domestic Medium Hair Mix","Black/White",3
"2962","A747119",1,"04/15/2017 09:00:00 AM","Transfer","04/14/2017 03:56:00 PM","Stray","Domestic Shorthair Mix","Black/White",12
"2963","A684190",40,"08/29/2014 05:32:00 PM","Adoption","07/20/2014 02:27:00 PM","Stray","Domestic Shorthair Mix","Black",1
"2964","A724949",2,"04/25/2016 06:02:00 PM","Adoption","04/23/2016 11:28:00 AM","Owner Surrender","Domestic Shorthair Mix","Torbie",10
"2965","A741708",1,"01/08/2017 09:27:00 AM","Transfer","01/07/2017 07:45:00 AM","Stray","Domestic Shorthair Mix","Orange",4
"2966","A740059",26,"01/05/2017 05:24:00 PM","Adoption","12/10/2016 03:50:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"2967","A729464",30,"07/18/2016 01:41:00 PM","Adoption","06/18/2016 04:31:00 PM","Stray","Domestic Shorthair Mix","Calico",1
"2968","A708175",30,"08/23/2015 12:00:00 AM","Adoption","07/24/2015 06:47:00 AM","Stray","Domestic Shorthair Mix","White/Black",4
"2969","A688684",1,"09/23/2014 09:00:00 AM","Transfer","09/22/2014 12:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",5
"2970","A691946",8,"11/20/2014 03:19:00 PM","Transfer","11/12/2014 03:07:00 PM","Stray","Domestic Medium Hair Mix","Blue Tabby",2
"2971","A704695",7,"06/15/2015 03:40:00 PM","Transfer","06/08/2015 08:21:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby",2
"2972","A767580",39,"04/11/2018 09:26:00 AM","Adoption","03/03/2018 04:29:00 PM","Stray","Domestic Medium Hair Mix","Black/White",3
"2973","A712232",67,"11/25/2015 07:42:00 AM","Adoption","09/19/2015 02:11:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",3
"2974","A680397",21,"06/23/2014 01:37:00 PM","Transfer","06/02/2014 12:21:00 PM","Stray","Domestic Shorthair Mix","Blue",4
"2975","A707887",3,"07/22/2015 06:37:00 PM","Adoption","07/19/2015 03:27:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",2
"2976","A735935",7,"10/08/2016 05:05:00 PM","Adoption","10/01/2016 03:40:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12
"2977","A675513",57,"05/24/2014 01:04:00 PM","Adoption","03/28/2014 02:41:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"2978","A307592",21,"06/14/2014 03:15:00 PM","Adoption","05/24/2014 11:22:00 AM","Owner Surrender","Domestic Longhair Mix","Orange Tabby/White",144
"2979","A739766",52,"01/28/2017 04:11:00 PM","Adoption","12/07/2016 07:20:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",4
"2980","A771417",4,"05/08/2018 06:23:00 PM","Adoption","05/04/2018 03:37:00 PM","Stray","Domestic Shorthair Mix","Blue/White",1
"2981","A683453",7,"07/17/2014 03:39:00 PM","Transfer","07/10/2014 12:17:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"2982","A725687",1,"05/02/2016 07:01:00 PM","Transfer","05/01/2016 05:22:00 PM","Stray","Domestic Longhair Mix","Blue",4
"2983","A714377",48,"12/09/2015 11:05:00 AM","Adoption","10/22/2015 02:07:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",4
"2984","A738543",9,"11/26/2016 11:05:00 AM","Died","11/17/2016 12:24:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",3
"2985","A705323",8,"06/24/2015 02:29:00 PM","Adoption","06/16/2015 07:22:00 AM","Stray","Domestic Longhair Mix","Blue/White",2
"2986","A691787",5,"11/14/2014 02:25:00 PM","Transfer","11/09/2014 02:57:00 PM","Owner Surrender","Snowshoe Mix","Seal Point",48
"2987","A770022",10,"04/24/2018 07:50:00 AM","Euthanasia","04/14/2018 12:10:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"2988","A741864",5,"01/15/2017 05:41:00 PM","Adoption","01/10/2017 03:42:00 PM","Stray","Domestic Shorthair Mix","Tortie",3
"2989","A765103",27,"02/09/2018 01:03:00 PM","Transfer","01/13/2018 09:42:00 AM","Stray","Domestic Shorthair Mix","Black",24
"2990","A690624",6,"10/29/2014 02:27:00 PM","Adoption","10/23/2014 12:33:00 PM","Stray","Domestic Shorthair Mix","Black",36
"2991","A691507",2,"11/07/2014 01:37:00 PM","Transfer","11/05/2014 04:02:00 PM","Stray","Domestic Shorthair Mix","Black",1
"2992","A670830",6,"01/20/2014 12:21:00 PM","Adoption","01/14/2014 05:48:00 PM","Stray","Domestic Shorthair Mix","Torbie",12
"2993","A752029",22,"07/08/2017 11:51:00 AM","Transfer","06/16/2017 05:45:00 PM","Stray","Domestic Medium Hair Mix","Black",4
"2994","A726555",75,"07/26/2016 03:22:00 PM","Adoption","05/12/2016 11:37:00 AM","Stray","Domestic Shorthair Mix","Torbie",3
"2995","A681792",1,"06/21/2014 09:00:00 AM","Transfer","06/20/2014 01:35:00 PM","Stray","Domestic Shorthair Mix","Black",24
"2996","A731958",3,"08/02/2016 05:01:00 PM","Adoption","07/30/2016 10:07:00 AM","Owner Surrender","Domestic Shorthair Mix","Tortie",3
"2997","A744581",41,"04/13/2017 12:59:00 PM","Adoption","03/03/2017 01:10:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",3
"2998","A724225",40,"05/24/2016 11:26:00 AM","Adoption","04/14/2016 11:10:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"2999","A704083",25,"06/26/2015 07:07:00 AM","Adoption","06/01/2015 02:00:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"3000","A701874",1,"05/06/2015 09:00:00 AM","Transfer","05/05/2015 03:44:00 PM","Stray","Domestic Shorthair Mix","Black",12
"3001","A716595",14,"12/05/2015 06:39:00 PM","Adoption","11/21/2015 03:11:00 PM","Stray","Siamese Mix","Seal Point",1
"3002","A744339",1,"02/28/2017 09:00:00 AM","Transfer","02/27/2017 12:27:00 PM","Stray","Domestic Shorthair Mix","Black",6
"3003","A696791",30,"03/14/2015 01:19:00 PM","Adoption","02/12/2015 12:51:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",60
"3004","A724492",96,"07/23/2016 02:33:00 PM","Adoption","04/18/2016 01:57:00 PM","Stray","Domestic Shorthair Mix","Blue/White",24
"3005","A679587",43,"07/05/2014 12:00:00 PM","Adoption","05/23/2014 12:47:00 PM","Stray","Domestic Shorthair Mix","Tortie",5
"3006","A758217",7,"09/19/2017 05:55:00 PM","Adoption","09/12/2017 06:57:00 PM","Stray","Domestic Shorthair Mix","Calico",2
"3007","A720069",7,"02/09/2016 04:31:00 PM","Transfer","02/02/2016 11:05:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12
"3008","A703583",181,"11/24/2015 11:36:00 AM","Adoption","05/27/2015 10:49:00 AM","Stray","Siamese Mix","Lynx Point",4
"3009","A731058",41,"08/25/2016 09:36:00 AM","Adoption","07/15/2016 11:15:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby/White",5
"3010","A697195",1,"02/20/2015 09:00:00 AM","Transfer","02/19/2015 02:09:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",12
"3011","A685969",2,"08/17/2014 01:30:00 PM","Transfer","08/15/2014 11:34:00 AM","Stray","Snowshoe Mix","Seal Point/White",1
"3012","A763699",22,"01/05/2018 06:45:00 PM","Adoption","12/14/2017 12:41:00 PM","Stray","Domestic Shorthair Mix","Black",1
"3013","A723760",1,"04/07/2016 12:00:00 AM","Transfer","04/06/2016 11:31:00 AM","Owner Surrender","Domestic Shorthair","Brown Tabby",1
"3014","A730930",8,"07/21/2016 12:24:00 PM","Transfer","07/13/2016 11:09:00 AM","Stray","Domestic Shorthair Mix","Tortie",2
"3015","A678472",1,"05/10/2014 12:43:00 PM","Transfer","05/09/2014 11:11:00 AM","Stray","Domestic Shorthair Mix","Torbie",7
"3016","A737517",1,"10/31/2016 03:38:00 PM","Transfer","10/30/2016 02:33:00 PM","Stray","Snowshoe Mix","White/Gray",5
"3017","A680491",40,"07/13/2014 06:21:00 PM","Adoption","06/03/2014 02:35:00 PM","Stray","Domestic Shorthair Mix","Black",2
"3018","A669596",6,"12/29/2013 05:27:00 PM","Adoption","12/23/2013 03:29:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",5
"3019","A725553",18,"05/18/2016 09:27:00 AM","Died","04/30/2016 02:04:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",3
"3020","A733112",107,"12/02/2016 01:57:00 PM","Adoption","08/17/2016 12:59:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"3021","A749794",12,"05/31/2017 04:16:00 PM","Transfer","05/19/2017 03:02:00 PM","Stray","Domestic Shorthair Mix","Black",3
"3022","A750897",4,"06/05/2017 06:09:00 PM","Euthanasia","06/01/2017 06:07:00 PM","Stray","Domestic Shorthair Mix","Black/White",3
"3023","A666790",43,"12/20/2013 06:31:00 PM","Adoption","11/07/2013 12:06:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue Tabby",4
"3024","A718116",18,"01/08/2016 07:23:00 PM","Transfer","12/21/2015 03:28:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",48
"3025","A705057",1,"06/13/2015 09:00:00 AM","Transfer","06/12/2015 02:48:00 PM","Stray","Domestic Shorthair Mix","Black/White",24
"3026","A763070",20,"12/22/2017 08:12:00 AM","Died","12/02/2017 01:48:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",1
"3027","A734149",12,"09/14/2016 12:00:00 AM","Transfer","09/02/2016 10:40:00 AM","Owner Surrender","Domestic Medium Hair Mix","Black",12
"3028","A707302",1,"07/12/2015 09:00:00 AM","Transfer","07/11/2015 11:32:00 AM","Stray","Domestic Medium Hair Mix","Blue Tabby",24
"3029","A757957",51,"10/29/2017 06:15:00 PM","Adoption","09/08/2017 06:55:00 PM","Stray","Domestic Shorthair Mix","White/Black",3
"3030","A753169",6,"07/08/2017 12:33:00 PM","Transfer","07/02/2017 04:10:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"3031","A674476",2,"03/15/2014 05:49:00 PM","Euthanasia","03/13/2014 02:44:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",36
"3032","A728804",4,"06/12/2016 01:26:00 PM","Adoption","06/08/2016 05:47:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"3033","A771400",3,"05/07/2018 04:24:00 PM","Adoption","05/04/2018 02:12:00 PM","Owner Surrender","Domestic Shorthair Mix","Calico/White",12
"3034","A721238",63,"04/26/2016 03:37:00 PM","Adoption","02/23/2016 05:48:00 PM","Stray","Domestic Shorthair Mix","Tortie",1
"3035","A715299",10,"11/13/2015 01:54:00 PM","Adoption","11/03/2015 02:07:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",2
"3036","A748052",30,"05/28/2017 06:27:00 PM","Adoption","04/28/2017 12:35:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",12
"3037","A716715",5,"11/28/2015 08:01:00 PM","Transfer","11/23/2015 02:42:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",12
"3038","A766675",4,"02/18/2018 04:04:00 PM","Adoption","02/14/2018 11:58:00 AM","Owner Surrender","Domestic Shorthair Mix","Lynx Point/White",132
"3039","A718682",19,"01/24/2016 02:06:00 PM","Adoption","01/05/2016 07:17:00 AM","Stray","Domestic Shorthair Mix","Blue Tabby/White",3
"3040","A678267",2,"05/08/2014 01:55:00 PM","Transfer","05/06/2014 02:18:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",24
"3041","A736268",49,"11/26/2016 02:26:00 PM","Transfer","10/08/2016 09:30:00 AM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby/White",120
"3042","A736622",5,"10/19/2016 02:37:00 PM","Transfer","10/14/2016 11:18:00 AM","Stray","Domestic Longhair Mix","Calico",84
"3043","A667624",33,"12/23/2013 07:21:00 PM","Adoption","11/20/2013 03:55:00 PM","Stray","Domestic Shorthair Mix","Calico",1
"3044","A769468",3,"04/08/2018 06:07:00 PM","Adoption","04/05/2018 01:21:00 PM","Owner Surrender","Domestic Shorthair Mix","Blue",5
"3045","A749311",14,"05/27/2017 02:39:00 PM","Transfer","05/13/2017 01:10:00 PM","Owner Surrender","Siamese Mix","Flame Point",12
"3046","A694512",4,"01/02/2015 06:19:00 PM","Adoption","12/29/2014 05:25:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"3047","A695298",4,"01/17/2015 06:15:00 PM","Adoption","01/13/2015 01:37:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"3048","A728433",126,"10/08/2016 03:27:00 PM","Adoption","06/04/2016 11:18:00 AM","Public Assist","Domestic Shorthair Mix","Brown Tabby",24
"3049","A702930",74,"08/01/2015 02:51:00 PM","Adoption","05/19/2015 01:15:00 PM","Stray","Domestic Shorthair Mix","Calico",12
"3050","A741929",1,"01/12/2017 12:00:00 AM","Transfer","01/11/2017 05:20:00 PM","Owner Surrender","Domestic Shorthair Mix","Brown Tabby",3
"3051","A742545",1,"01/24/2017 09:00:00 AM","Transfer","01/23/2017 04:52:00 PM","Stray","Domestic Shorthair Mix","Tortie/White",24
"3052","A667067",9,"11/21/2013 06:11:00 PM","Adoption","11/12/2013 11:30:00 AM","Stray","Domestic Medium Hair Mix","Brown Tabby/White",1
"3053","A723322",39,"05/07/2016 01:23:00 PM","Adoption","03/29/2016 05:56:00 PM","Stray","Domestic Medium Hair Mix","Orange Tabby",1
"3054","A685364",11,"08/17/2014 05:43:00 PM","Adoption","08/06/2014 01:08:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"3055","A722679",33,"04/25/2016 01:02:00 PM","Adoption","03/23/2016 10:58:00 AM","Stray","Domestic Shorthair Mix","Black",36
"3056","A664726",2,"10/10/2013 04:58:00 PM","Transfer","10/08/2013 12:55:00 PM","Stray","Domestic Shorthair Mix","Black",4
"3057","A755254",8,"08/08/2017 05:59:00 PM","Adoption","07/31/2017 02:43:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby/White",2
"3058","A679333",1,"05/20/2014 04:38:00 PM","Transfer","05/19/2014 02:57:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",3
"3059","A726847",55,"07/09/2016 01:01:00 PM","Adoption","05/15/2016 01:20:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",108
"3060","A702875",1,"05/19/2015 11:17:00 AM","Transfer","05/18/2015 04:44:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",4
"3061","A737863",6,"11/11/2016 04:13:00 PM","Transfer","11/05/2016 04:43:00 PM","Stray","Domestic Longhair Mix","Black",1
"3062","A707700",4,"07/20/2015 05:48:00 PM","Adoption","07/16/2015 11:37:00 AM","Public Assist","Domestic Shorthair Mix","Cream Tabby/White",1
"3063","A706642",5,"07/06/2015 09:37:00 AM","Died","07/01/2015 12:14:00 PM","Stray","Domestic Shorthair Mix","Black/White",1
"3064","A676405",5,"04/14/2014 04:45:00 PM","Transfer","04/09/2014 02:08:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",6
"3065","A680972",55,"08/04/2014 05:49:00 PM","Adoption","06/10/2014 05:53:00 PM","Stray","Domestic Shorthair Mix","Orange Tabby",1
"3066","A702873",1,"05/19/2015 11:16:00 AM","Transfer","05/18/2015 04:44:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",4
"3067","A749815",47,"07/06/2017 04:01:00 PM","Adoption","05/20/2017 08:15:00 AM","Stray","Domestic Medium Hair Mix","Black",4
"3068","A725431",6,"05/05/2016 07:00:00 PM","Transfer","04/29/2016 11:39:00 AM","Stray","Domestic Shorthair Mix","Brown Tabby",72
"3069","A684014",16,"08/03/2014 03:13:00 PM","Adoption","07/18/2014 01:00:00 PM","Stray","Domestic Shorthair Mix","White/Brown Tabby",1
"3070","A726752",14,"05/28/2016 03:42:00 PM","Transfer","05/14/2016 12:02:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"3071","A708278",1,"07/26/2015 09:00:00 AM","Transfer","07/25/2015 11:04:00 AM","Stray","Domestic Shorthair Mix","Orange Tabby",3
"3072","A683329",6,"07/15/2014 05:56:00 PM","Adoption","07/09/2014 12:33:00 PM","Stray","Domestic Shorthair Mix","Blue Tabby",2
"3073","A697213",5,"02/24/2015 06:19:00 PM","Adoption","02/19/2015 05:33:00 PM","Stray","Domestic Shorthair Mix","Blue/White",2
"3074","A758583",72,"11/29/2017 09:31:00 AM","Adoption","09/18/2017 07:08:00 PM","Stray","American Shorthair Mix","Black Tabby",1
"3075","A690333",2,"10/20/2014 09:00:00 AM","Transfer","10/18/2014 03:12:00 PM","Stray","Domestic Shorthair Mix","Black",7
"3076","A708762",5,"08/05/2015 04:11:00 PM","Transfer","07/31/2015 11:02:00 AM","Stray","Domestic Shorthair Mix","Cream Tabby",4
"3077","A755445",1,"08/04/2017 11:02:00 AM","Euthanasia","08/03/2017 03:17:00 PM","Stray","Domestic Shorthair Mix","Black",120
"3078","A690025",4,"10/17/2014 11:21:00 AM","Transfer","10/13/2014 12:39:00 PM","Owner Surrender","Domestic Shorthair","Blue/White",1
"3079","A712586",104,"01/07/2016 11:19:00 AM","Adoption","09/25/2015 02:30:00 PM","Stray","Domestic Shorthair Mix","Cream Tabby/White",2
"3080","A709469",7,"08/16/2015 12:35:00 PM","Adoption","08/09/2015 02:26:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",3
"3081","A748941",101,"08/17/2017 11:04:00 AM","Adoption","05/08/2017 05:31:00 PM","Stray","Russian Blue Mix","Blue Tabby",4
"3082","A771464",26,NA,"Censored","05/05/2018 01:27:00 PM","Stray","Domestic Shorthair Mix","Calico",3
"3083","A719086",271,"10/09/2016 02:53:00 PM","Adoption","01/12/2016 01:49:00 PM","Owner Surrender","Domestic Longhair Mix","Brown Tabby/White",168
"3084","A728489",4,"06/08/2016 06:43:00 PM","Transfer","06/04/2016 05:38:00 PM","Stray","Domestic Shorthair Mix","Brown Tabby",1
"3085","A743559",12,"02/24/2017 01:43:00 PM","Adoption","02/12/2017 01:33:00 PM","Owner Surrender","Domestic Shorthair Mix","Black/White",12
